symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
AMKR,AMKR,Amkor Technology,beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,71.09,39.48,65.63,17621000000.0,17621000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AMKR/,https://query1.finance.yahoo.com/v8/finance/chart/AMKR?range=ytd&interval=1d,
AMS.SW,AMS.SW,AMS.SW,bottleneck-sectors;market-snapshot,True,,CHF,12.68,7.85,47.19,,,2026-05-04T09:29:47+00:00,2026-05-04,https://finance.yahoo.com/quote/AMS.SW/,https://query1.finance.yahoo.com/v8/finance/chart/AMS.SW?range=ytd&interval=1d,
AMZN,AMZN,Amazon,robotics;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,268.42,230.82,18.51,2851000000000.0,2851000000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AMZN/,https://query1.finance.yahoo.com/v8/finance/chart/AMZN?range=ytd&interval=1d,
ANET,ANET,Arista Networks,ai-passives;beneficiaries;companies;market-snapshot,True,,USD,172.7,131.03,29.27,217459000000.0,217459000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/ANET/,https://query1.finance.yahoo.com/v8/finance/chart/ANET?range=ytd&interval=1d,
AOSL,AOSL,Alpha & Omega Semiconductor,scaling,True,,USD,43.01,19.81,108.18,1293000000.0,1293000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AOSL/,https://query1.finance.yahoo.com/v8/finance/chart/AOSL?range=ytd&interval=1d,
APH,APH,Amphenol,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot,True,,USD,142.3,135.14,1.85,174948000000.0,174948000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/APH/,https://query1.finance.yahoo.com/v8/finance/chart/APH?range=ytd&interval=1d,
ARM,ARM,Arm Holdings,companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,211.07,109.31,83.97,224273000000.0,224273000000.0,2026-05-01T20:00:05+00:00,2026-05-04,https://finance.yahoo.com/quote/ARM/,https://query1.finance.yahoo.com/v8/finance/chart/ARM?range=ytd&interval=1d,
ASML,ASML,ASML Holding,beneficiaries;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,1427.02,1069.86,22.62,549999000000.0,549999000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/ASML/,https://query1.finance.yahoo.com/v8/finance/chart/ASML?range=ytd&interval=1d,
ASX,ASX,ASE Technology,companies,True,,USD,31.59,16.1,87.37,68912000000.0,68912000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/ASX/,https://query1.finance.yahoo.com/v8/finance/chart/ASX?range=ytd&interval=1d,
ATEN,ATEN,A10 Networks,scaling,True,,USD,26.85,17.69,54.76,,,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/ATEN/,https://query1.finance.yahoo.com/v8/finance/chart/ATEN?range=ytd&interval=1d,
ATS.VI,ATS,AT&S,beneficiaries;companies;market-snapshot,True,,EUR,98.4,32.2,200.0,,,2026-05-04T09:13:25+00:00,2026-05-04,https://finance.yahoo.com/quote/ATS.VI/,https://query1.finance.yahoo.com/v8/finance/chart/ATS.VI?range=ytd&interval=1d,
AVGO,AVGO,Broadcom,ai-passives;beneficiaries;bottleneck-sectors;carbon-vs-silicon;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,421.28,346.1,21.19,1995000000000.0,1995000000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AVGO/,https://query1.finance.yahoo.com/v8/finance/chart/AVGO?range=ytd&interval=1d,
AVNW,AVNW,Aviat Networks,scaling,True,,USD,23.12,21.38,7.04,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AVNW/,https://query1.finance.yahoo.com/v8/finance/chart/AVNW?range=ytd&interval=1d,
AXTI,AXTI,AXT,signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,96.0,16.35,472.79,6281000000.0,6281000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/AXTI/,https://query1.finance.yahoo.com/v8/finance/chart/AXTI?range=ytd&interval=1d,
BE,BE,Bloom Energy,ai-passives,True,,USD,290.52,86.89,194.38,82637000000.0,82637000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/BE/,https://query1.finance.yahoo.com/v8/finance/chart/BE?range=ytd&interval=1d,
BELFB,BELFB,BELFB,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,283.6,169.63,64.14,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/BELFB/,https://query1.finance.yahoo.com/v8/finance/chart/BELFB?range=ytd&interval=1d,
BESI.AS,BESI.AS,BESI.AS,bottleneck-sectors;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,EUR,249.9,133.75,67.61,,,2026-05-04T09:16:21+00:00,2026-05-04,https://finance.yahoo.com/quote/BESI.AS/,https://query1.finance.yahoo.com/v8/finance/chart/BESI.AS?range=ytd&interval=1d,
BHE,BHE,Benchmark Electronics,ai-passives,True,,USD,84.5,42.76,92.48,,,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/BHE/,https://query1.finance.yahoo.com/v8/finance/chart/BHE?range=ytd&interval=1d,
BKR,BKR,BKR,bottleneck-sectors;market-snapshot,True,,USD,69.12,45.54,46.63,68572000000.0,68572000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/BKR/,https://query1.finance.yahoo.com/v8/finance/chart/BKR?range=ytd&interval=1d,
BMW.DE,BMW.DE,BMW,robotics,True,,EUR,76.44,93.14,-20.64,,,2026-05-04T09:15:38+00:00,2026-05-04,https://finance.yahoo.com/quote/BMW.DE/,https://query1.finance.yahoo.com/v8/finance/chart/BMW.DE?range=ytd&interval=1d,
BN4.SI,BN4,Keppel,companies,True,,SGD,10.87,10.35,4.82,21658000000.0,,2026-05-04T09:06:02+00:00,2026-05-04,https://finance.yahoo.com/quote/BN4.SI/,https://query1.finance.yahoo.com/v8/finance/chart/BN4.SI?range=ytd&interval=1d,
BW,BW,Babcock & Wilcox,scaling,True,,USD,14.07,6.34,121.57,,,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/BW/,https://query1.finance.yahoo.com/v8/finance/chart/BW?range=ytd&interval=1d,
CAMT,CAMT,Camtek,companies,True,,USD,186.62,106.35,61.58,8743000000.0,8743000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CAMT/,https://query1.finance.yahoo.com/v8/finance/chart/CAMT?range=ytd&interval=1d,
CARR,CARR,Carrier Global,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,USD,67.62,52.84,26.35,56164000000.0,56164000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/CARR/,https://query1.finance.yahoo.com/v8/finance/chart/CARR?range=ytd&interval=1d,
CAT,CAT,CAT,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,889.67,572.87,48.67,413952000000.0,413952000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/CAT/,https://query1.finance.yahoo.com/v8/finance/chart/CAT?range=ytd&interval=1d,
CDNS,CDNS,Cadence Design Systems,beneficiaries;companies;market-snapshot,True,,USD,340.94,312.58,9.84,94131000000.0,94131000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CDNS/,https://query1.finance.yahoo.com/v8/finance/chart/CDNS?range=ytd&interval=1d,
CEG,CEG,CEG,beneficiaries;market-snapshot,True,,USD,307.81,353.27,-15.96,107221000000.0,107221000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/CEG/,https://query1.finance.yahoo.com/v8/finance/chart/CEG?range=ytd&interval=1d,
CGNX,CGNX,Cognex,robotics,True,,USD,55.94,35.98,51.48,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CGNX/,https://query1.finance.yahoo.com/v8/finance/chart/CGNX?range=ytd&interval=1d,
CIEN,CIEN,Ciena,ai-passives;beneficiaries;companies;market-snapshot,True,,USD,535.29,233.87,117.54,75689000000.0,75689000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/CIEN/,https://query1.finance.yahoo.com/v8/finance/chart/CIEN?range=ytd&interval=1d,
CLS,CLS,Celestica,ai-passives;companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,418.93,295.61,38.54,48166000000.0,48166000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/CLS/,https://query1.finance.yahoo.com/v8/finance/chart/CLS?range=ytd&interval=1d,
CMI,CMI,Cummins,ai-passives,True,,USD,657.44,510.45,25.94,90896000000.0,90896000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/CMI/,https://query1.finance.yahoo.com/v8/finance/chart/CMI?range=ytd&interval=1d,
COHR,COHR,Coherent,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,329.5,184.57,69.56,61775000000.0,61775000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/COHR/,https://query1.finance.yahoo.com/v8/finance/chart/COHR?range=ytd&interval=1d,
COHU,COHU,Cohu,scaling,True,,USD,45.59,23.27,85.25,2150000000.0,2150000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/COHU/,https://query1.finance.yahoo.com/v8/finance/chart/COHU?range=ytd&interval=1d,
CRDO,CRDO,Credo Technology,beneficiaries;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,184.38,143.89,28.74,34009000000.0,34009000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CRDO/,https://query1.finance.yahoo.com/v8/finance/chart/CRDO?range=ytd&interval=1d,
CRNT,CRNT,Ceragon Networks,scaling,True,,USD,2.5,2.1,14.16,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CRNT/,https://query1.finance.yahoo.com/v8/finance/chart/CRNT?range=ytd&interval=1d,
CRWV,CRWV,CRWV,beneficiaries;market-snapshot,True,,USD,119.01,71.61,50.04,62861000000.0,62861000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CRWV/,https://query1.finance.yahoo.com/v8/finance/chart/CRWV?range=ytd&interval=1d,
CSCO,CSCO,CSCO,bottleneck-sectors;market-snapshot,True,,USD,91.85,77.03,20.79,361415000000.0,361415000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/CSCO/,https://query1.finance.yahoo.com/v8/finance/chart/CSCO?range=ytd&interval=1d,
CTS,CTS,CTS,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,57.0,42.87,29.99,,,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/CTS/,https://query1.finance.yahoo.com/v8/finance/chart/CTS?range=ytd&interval=1d,
DELL,DELL,Dell Technologies,ai-passives,True,,USD,210.17,125.88,64.45,136650000000.0,136650000000.0,2026-05-01T20:00:55+00:00,2026-05-04,https://finance.yahoo.com/quote/DELL/,https://query1.finance.yahoo.com/v8/finance/chart/DELL?range=ytd&interval=1d,
DLR,DLR,Digital Realty,companies,True,,USD,200.7,154.71,29.46,69785000000.0,69785000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/DLR/,https://query1.finance.yahoo.com/v8/finance/chart/DLR?range=ytd&interval=1d,
DSCV.L,DSCV,discoverIE Group,ai-passives,True,,GBp,654.0,600.0,10.66,,,2026-05-01T15:35:06+00:00,2026-05-04,https://finance.yahoo.com/quote/DSCV.L/,https://query1.finance.yahoo.com/v8/finance/chart/DSCV.L?range=ytd&interval=1d,
EKI.PA,EKI.PA,Ekinops,scaling,True,,EUR,2.58,1.93,34.38,,,2026-05-04T09:16:39+00:00,2026-05-04,https://finance.yahoo.com/quote/EKI.PA/,https://query1.finance.yahoo.com/v8/finance/chart/EKI.PA?range=ytd&interval=1d,
EME,EME,EME,ai-passives;beneficiaries;market-snapshot,True,,USD,903.5,611.79,41.47,40235000000.0,40235000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/EME/,https://query1.finance.yahoo.com/v8/finance/chart/EME?range=ytd&interval=1d,
ENR.DE,ENR.DE,ENR.DE,ai-passives;bottleneck-sectors;market-snapshot,True,,EUR,184.74,120.4,50.44,,,2026-05-04T09:16:43+00:00,2026-05-04,https://finance.yahoo.com/quote/ENR.DE/,https://query1.finance.yahoo.com/v8/finance/chart/ENR.DE?range=ytd&interval=1d,
ENTG,ENTG,Entegris,beneficiaries;bottleneck-sectors;companies;market-snapshot,True,,USD,142.29,84.25,58.88,21663000000.0,21663000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/ENTG/,https://query1.finance.yahoo.com/v8/finance/chart/ENTG?range=ytd&interval=1d,
EOSE,EOSE,Eos Energy Enterprises,scaling,True,,USD,6.45,11.46,-50.27,2190000000.0,2190000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/EOSE/,https://query1.finance.yahoo.com/v8/finance/chart/EOSE?range=ytd&interval=1d,
EQIX,EQIX,Equinix,beneficiaries;companies;market-snapshot,True,,USD,1085.7,766.16,42.09,107010000000.0,107010000000.0,2026-05-01T20:00:04+00:00,2026-05-04,https://finance.yahoo.com/quote/EQIX/,https://query1.finance.yahoo.com/v8/finance/chart/EQIX?range=ytd&interval=1d,
ETN,ETN,Eaton,beneficiaries;bottleneck-sectors;companies;market-snapshot,True,,USD,425.55,318.51,30.01,165107000000.0,165107000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/ETN/,https://query1.finance.yahoo.com/v8/finance/chart/ETN?range=ytd&interval=1d,
FIX,FIX,FIX,ai-passives;beneficiaries;market-snapshot,True,,USD,1867.02,933.29,86.02,65724000000.0,65724000000.0,2026-05-01T20:01:13+00:00,2026-05-04,https://finance.yahoo.com/quote/FIX/,https://query1.finance.yahoo.com/v8/finance/chart/FIX?range=ytd&interval=1d,
FLEX,FLEX,Flex,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,USD,91.7,60.42,44.0,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/FLEX/,https://query1.finance.yahoo.com/v8/finance/chart/FLEX?range=ytd&interval=1d,
FLR,FLR,FLR,bottleneck-sectors;market-snapshot,True,,USD,53.0,39.63,27.1,7585000000.0,7585000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/FLR/,https://query1.finance.yahoo.com/v8/finance/chart/FLR?range=ytd&interval=1d,
FN,FN,Fabrinet,ai-passives;beneficiaries;companies;market-snapshot,True,,USD,706.53,455.28,47.37,22848000000.0,22848000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/FN/,https://query1.finance.yahoo.com/v8/finance/chart/FN?range=ytd&interval=1d,
FORM,FORM,FormFactor,beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,137.47,55.78,132.25,10709000000.0,10709000000.0,2026-05-01T20:00:03+00:00,2026-05-04,https://finance.yahoo.com/quote/FORM/,https://query1.finance.yahoo.com/v8/finance/chart/FORM?range=ytd&interval=1d,
FSECURE.HE,FSECURE.HE,F-Secure,scaling,True,,EUR,1.83,1.934,-5.18,,,2026-05-04T09:30:41+00:00,2026-05-04,https://finance.yahoo.com/quote/FSECURE.HE/,https://query1.finance.yahoo.com/v8/finance/chart/FSECURE.HE?range=ytd&interval=1d,
GDS,GDS,GDS Holdings,companies,True,,USD,42.41,34.9,10.62,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/GDS/,https://query1.finance.yahoo.com/v8/finance/chart/GDS?range=ytd&interval=1d,
GEV,GEV,GEV,beneficiaries;bottleneck-sectors;market-snapshot,True,,USD,1062.95,653.57,56.42,285636000000.0,285636000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/GEV/,https://query1.finance.yahoo.com/v8/finance/chart/GEV?range=ytd&interval=1d,
GFS,GFS,GlobalFoundries,beneficiaries;companies;market-snapshot,True,,USD,64.91,34.92,76.05,35640000000.0,35640000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/GFS/,https://query1.finance.yahoo.com/v8/finance/chart/GFS?range=ytd&interval=1d,
GLW,GLW,GLW,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,158.26,87.56,74.55,135954000000.0,135954000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/GLW/,https://query1.finance.yahoo.com/v8/finance/chart/GLW?range=ytd&interval=1d,
GNE.NZ,GNE.NZ,Genesis Energy,scaling,True,,NZD,2.44,2.4,1.67,,,2026-05-04T04:59:43+00:00,2026-05-04,https://finance.yahoo.com/quote/GNE.NZ/,https://query1.finance.yahoo.com/v8/finance/chart/GNE.NZ?range=ytd&interval=1d,
GNRC,GNRC,Generac,ai-passives,True,,USD,259.34,136.37,83.8,15252000000.0,15252000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/GNRC/,https://query1.finance.yahoo.com/v8/finance/chart/GNRC?range=ytd&interval=1d,
GOOGL,GOOGL,Alphabet,robotics;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,385.69,313.0,22.38,4673000000000.0,4673000000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/GOOGL/,https://query1.finance.yahoo.com/v8/finance/chart/GOOGL?range=ytd&interval=1d,
HIMX,HIMX,Himax Technologies,scaling,True,,USD,12.31,8.19,44.31,2006000000.0,2006000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/HIMX/,https://query1.finance.yahoo.com/v8/finance/chart/HIMX?range=ytd&interval=1d,
HPE,HPE,Hewlett Packard Enterprise,ai-passives,True,,USD,28.57,24.02,18.2,37908000000.0,37908000000.0,2026-05-01T20:00:23+00:00,2026-05-04,https://finance.yahoo.com/quote/HPE/,https://query1.finance.yahoo.com/v8/finance/chart/HPE?range=ytd&interval=1d,
HPS-A.TO,HPS.A.TO,HPS.A.TO,bottleneck-sectors;market-snapshot,True,,CAD,289.61,159.48,78.22,3306000000.0,2430240600.0,2026-05-01T19:59:59+00:00,2026-05-04,https://finance.yahoo.com/quote/HPS-A.TO/,https://query1.finance.yahoo.com/v8/finance/chart/HPS-A.TO?range=ytd&interval=1d,
HUBB,HUBB,HUBB,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,508.43,444.11,9.8,,,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/HUBB/,https://query1.finance.yahoo.com/v8/finance/chart/HUBB?range=ytd&interval=1d,
IFX.DE,IFX,Infineon Technologies,ai-passives;companies,True,,EUR,58.12,37.73,51.89,,,2026-05-04T09:16:54+00:00,2026-05-04,https://finance.yahoo.com/quote/IFX.DE/,https://query1.finance.yahoo.com/v8/finance/chart/IFX.DE?range=ytd&interval=1d,
IMOS,IMOS,ChipMOS Technologies,scaling,True,,USD,45.6,29.63,49.31,,,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/IMOS/,https://query1.finance.yahoo.com/v8/finance/chart/IMOS?range=ytd&interval=1d,
INOXWIND.NS,INOXWIND.NS,Inox Wind,scaling,True,,INR,102.75,123.53,-16.36,,,2026-05-04T09:31:51+00:00,2026-05-04,https://finance.yahoo.com/quote/INOXWIND.NS/,https://query1.finance.yahoo.com/v8/finance/chart/INOXWIND.NS?range=ytd&interval=1d,
INTC,INTC,INTC,bottleneck-sectors;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,99.61,36.9,152.95,474856000000.0,474856000000.0,2026-05-01T20:00:04+00:00,2026-05-04,https://finance.yahoo.com/quote/INTC/,https://query1.finance.yahoo.com/v8/finance/chart/INTC?range=ytd&interval=1d,
IPGP,IPGP,IPGP,bottleneck-sectors;market-snapshot,True,,USD,122.87,71.6,64.18,5215000000.0,5215000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/IPGP/,https://query1.finance.yahoo.com/v8/finance/chart/IPGP?range=ytd&interval=1d,
IQE.L,IQE.L,IQE plc,scaling,True,,GBp,41.15,5.0,699.03,,,2026-05-01T16:29:10+00:00,2026-05-04,https://finance.yahoo.com/quote/IQE.L/,https://query1.finance.yahoo.com/v8/finance/chart/IQE.L?range=ytd&interval=1d,
ISRG,ISRG,Intuitive Surgical,robotics,True,,USD,457.78,566.36,-18.54,162129000000.0,162129000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/ISRG/,https://query1.finance.yahoo.com/v8/finance/chart/ISRG?range=ytd&interval=1d,
JBL,JBL,JBL,ai-passives;bottleneck-sectors;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,342.47,228.02,42.46,35955000000.0,35955000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/JBL/,https://query1.finance.yahoo.com/v8/finance/chart/JBL?range=ytd&interval=1d,
JCI,JCI,Johnson Controls,companies,True,,USD,145.08,119.75,18.62,88799000000.0,88799000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/JCI/,https://query1.finance.yahoo.com/v8/finance/chart/JCI?range=ytd&interval=1d,
JEN.DE,JEN.DE,JEN.DE,bottleneck-sectors;market-snapshot,True,,EUR,34.18,19.57,68.37,,,2026-05-04T09:24:07+00:00,2026-05-04,https://finance.yahoo.com/quote/JEN.DE/,https://query1.finance.yahoo.com/v8/finance/chart/JEN.DE?range=ytd&interval=1d,
JEN.F,JEN.F,Jenoptik,scaling,True,,EUR,34.36,19.42,71.97,,,2026-05-04T08:32:30+00:00,2026-05-04,https://finance.yahoo.com/quote/JEN.F/,https://query1.finance.yahoo.com/v8/finance/chart/JEN.F?range=ytd&interval=1d,
KEYS,KEYS,Keysight Technologies,companies,True,,USD,352.41,203.19,70.58,60439000000.0,60439000000.0,2026-05-01T20:00:05+00:00,2026-05-04,https://finance.yahoo.com/quote/KEYS/,https://query1.finance.yahoo.com/v8/finance/chart/KEYS?range=ytd&interval=1d,
KFRC,KFRC,KFRC,beneficiaries;market-snapshot,True,,USD,44.03,30.92,40.54,,,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/KFRC/,https://query1.finance.yahoo.com/v8/finance/chart/KFRC?range=ytd&interval=1d,
KLAC,KLAC,KLA,beneficiaries;bottleneck-sectors;companies;market-snapshot,True,,USD,1726.26,1215.08,35.45,226817000000.0,226817000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/KLAC/,https://query1.finance.yahoo.com/v8/finance/chart/KLAC?range=ytd&interval=1d,
KLIC,KLIC,Kulicke & Soffa,companies,True,,USD,86.33,45.56,78.55,4518000000.0,4518000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/KLIC/,https://query1.finance.yahoo.com/v8/finance/chart/KLIC?range=ytd&interval=1d,
LASR,LASR,LASR,bottleneck-sectors;market-snapshot,True,,USD,70.98,37.51,84.99,3908000000.0,3908000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/LASR/,https://query1.finance.yahoo.com/v8/finance/chart/LASR?range=ytd&interval=1d,
LBIRD.PA,LBIRD.PA,LBIRD.PA,bottleneck-sectors;market-snapshot,True,,EUR,22.05,21.2,3.52,,,2026-05-04T09:27:29+00:00,2026-05-04,https://finance.yahoo.com/quote/LBIRD.PA/,https://query1.finance.yahoo.com/v8/finance/chart/LBIRD.PA?range=ytd&interval=1d,
LFUS,LFUS,Littelfuse,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,USD,407.08,252.92,55.05,10243000000.0,10243000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/LFUS/,https://query1.finance.yahoo.com/v8/finance/chart/LFUS?range=ytd&interval=1d,
LIN,LIN,Linde,companies,True,,USD,507.92,426.39,18.37,234835000000.0,234835000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/LIN/,https://query1.finance.yahoo.com/v8/finance/chart/LIN?range=ytd&interval=1d,
LITE,LITE,Lumentum,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,949.93,368.59,146.03,67825000000.0,67825000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/LITE/,https://query1.finance.yahoo.com/v8/finance/chart/LITE?range=ytd&interval=1d,
LLY,NYSE: LLY,Eli Lilly,carbon-vs-silicon,True,,USD,963.33,1074.68,-10.83,862006000000.0,862006000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/LLY/,https://query1.finance.yahoo.com/v8/finance/chart/LLY?range=ytd&interval=1d,
LR.PA,LR,Legrand,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,EUR,152.95,127.25,19.68,,,2026-05-04T09:16:54+00:00,2026-05-04,https://finance.yahoo.com/quote/LR.PA/,https://query1.finance.yahoo.com/v8/finance/chart/LR.PA?range=ytd&interval=1d,
LRCX,LRCX,Lam Research,beneficiaries;bottleneck-sectors;companies;market-snapshot,True,,USD,256.64,171.18,38.68,321047000000.0,321047000000.0,2026-05-01T20:00:04+00:00,2026-05-04,https://finance.yahoo.com/quote/LRCX/,https://query1.finance.yahoo.com/v8/finance/chart/LRCX?range=ytd&interval=1d,
LUMEN.ST,LUMEN.ST,LumenRadio,scaling,True,,SEK,65.6,57.1,15.09,,,2026-05-04T08:54:55+00:00,2026-05-04,https://finance.yahoo.com/quote/LUMEN.ST/,https://query1.finance.yahoo.com/v8/finance/chart/LUMEN.ST?range=ytd&interval=1d,
MCHP,MCHP,Microchip Technology,ai-passives,True,,USD,93.95,63.72,44.47,50840000000.0,50840000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/MCHP/,https://query1.finance.yahoo.com/v8/finance/chart/MCHP?range=ytd&interval=1d,
MKSI,MKSI,MKSI,bottleneck-sectors;market-snapshot,True,,USD,279.38,159.8,65.94,18808000000.0,18808000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/MKSI/,https://query1.finance.yahoo.com/v8/finance/chart/MKSI?range=ytd&interval=1d,
